source_product_id,source_title,source_category,recommended_product_id,recommended_title,recommended_category,similarity_score,recommended_price,recommended_rating
12933978,Oxolloxo,dresses,13405888,Saanjh,ethnic-dresses,0.504,1969,4.0
12933978,Oxolloxo,dresses,22622806,HERE&NOW,dresses,0.481,2999,4.0
12933978,Oxolloxo,dresses,22638540,Oomph!,dresses,0.422,1340,2.3
13379612,THE SILHOUETTE STORE,dresses,13449506,DOOR74,dresses,0.557,2399,5.0
13379612,THE SILHOUETTE STORE,dresses,15736838,U&F,dresses,0.546,1999,3.8
13379612,THE SILHOUETTE STORE,dresses,12933978,Oxolloxo,dresses,0.516,1899,0.0
13379612,THE SILHOUETTE STORE,dresses,13487998,THREAD MUSTER,dresses,0.464,2499,2.7
13379612,THE SILHOUETTE STORE,dresses,10132319,Karmic Vision,ethnic-dresses,0.439,4999,3.9
22630128,NUEVOSDAMAS,dresses,13387582,Wish Karo,dresses,0.691,2123,4.7
22630128,NUEVOSDAMAS,dresses,22638540,Oomph!,dresses,0.572,1340,2.3
22630128,NUEVOSDAMAS,dresses,18759238,HERE&NOW,shirts,0.521,1399,4.3
22630128,NUEVOSDAMAS,dresses,13405888,Saanjh,ethnic-dresses,0.461,1969,4.0
22630128,NUEVOSDAMAS,dresses,22610596,NIGHTSPREE,dresses,0.439,2799,0.0
22610562,NIGHTSPREE,dresses,22610596,NIGHTSPREE,dresses,0.728,2799,0.0
22610562,NIGHTSPREE,dresses,19027298,DressBerry,dresses,0.477,1499,3.8
22610562,NIGHTSPREE,dresses,22638540,Oomph!,dresses,0.454,1340,2.3
22610562,NIGHTSPREE,dresses,22622806,HERE&NOW,dresses,0.433,2999,4.0
22610562,NIGHTSPREE,dresses,13404948,YASH GALLERY,ethnic-dresses,0.433,3899,4.1
22596522,Vero Moda,dresses,13586840,all about you,dresses,0.403,1899,4.0
22596522,Vero Moda,dresses,22590644,YU by Pantaloons,dresses,0.399,1399,4.7
22596522,Vero Moda,dresses,21979790,Vishudh,dresses,0.358,2049,3.8
22596522,Vero Moda,dresses,21653646,ONLY,dresses,0.35,3299,4.6
22596522,Vero Moda,dresses,22622806,HERE&NOW,dresses,0.346,2999,4.0
22619942,Styli,dresses,22622806,HERE&NOW,dresses,0.51,2999,4.0
22619942,Styli,dresses,13382036,plusS,dresses,0.469,1899,4.2
22619942,Styli,dresses,13770986,all about you,dresses,0.385,2999,4.2
22619942,Styli,dresses,13467444,Sugr,dresses,0.375,899,3.8
22619942,Styli,dresses,22634940,Rustorange,dresses,0.369,3399,3.8
13400194,Style Quotient,dresses,17692606,Style Quotient,dresses,0.485,1899,3.9
13400194,Style Quotient,dresses,13703862,Style Quotient,dresses,0.481,1749,3.9
13400194,Style Quotient,dresses,17692718,Style Quotient,dresses,0.429,1599,4.8
13400194,Style Quotient,dresses,19213302,8seconds,dresses,0.322,5099,0.0
13400194,Style Quotient,dresses,13391600,Mast & Harbour,dresses,0.32,1499,3.7
21683822,ASTRID,duffel-bag,12356000,KLEIO,duffel-bag,0.717,3499,4.6
21683822,ASTRID,duffel-bag,18688608,Nasher Miles,trolley-bag,0.444,17995,3.3
21683822,ASTRID,duffel-bag,8293015,Lychee bags,handbags,0.297,1699,3.9
21683822,ASTRID,duffel-bag,21232798,ESTALON,handbags,0.292,2499,0.0
21683822,ASTRID,duffel-bag,13359482,FLYING BERRY,handbags,0.248,2999,4.9
12356000,KLEIO,duffel-bag,21683822,ASTRID,duffel-bag,0.717,2099,0.0
12356000,KLEIO,duffel-bag,18688608,Nasher Miles,trolley-bag,0.528,17995,3.3
12356000,KLEIO,duffel-bag,8293015,Lychee bags,handbags,0.37,1699,3.9
12356000,KLEIO,duffel-bag,16696848,Accessorize,handbags,0.341,4995,4.6
12356000,KLEIO,duffel-bag,13359482,FLYING BERRY,handbags,0.338,2999,4.9
12944214,Cherry Crumble,dungarees,18970712,Tommy Hilfiger,shirts,0.529,3299,4.5
12944214,Cherry Crumble,dungarees,20383782,Chemistry,tops,0.44,1299,4.5
12944214,Cherry Crumble,dungarees,18854764,KAMI KUBI,tops,0.421,1299,5.0
12944214,Cherry Crumble,dungarees,20040576,U&F,dresses,0.407,2899,3.8
12944214,Cherry Crumble,dungarees,18976038,VOXATI,jackets,0.394,2599,3.9
20065316,Clora Creation,dupatta,19761848,Clora Creation,dupatta,0.637,1299,0.0
20065316,Clora Creation,dupatta,17739270,Clora Creation,dupatta,0.586,999,0.0
20065316,Clora Creation,dupatta,12999996,Vishudh,dupatta,0.555,599,4.6
20065316,Clora Creation,dupatta,20195790,Dupatta Bazaar,dupatta,0.551,999,4.7
20065316,Clora Creation,dupatta,21656682,Dupatta Bazaar,dupatta,0.522,999,4.3
19761848,Clora Creation,dupatta,21656682,Dupatta Bazaar,dupatta,0.678,999,4.3
19761848,Clora Creation,dupatta,17739270,Clora Creation,dupatta,0.667,999,0.0
19761848,Clora Creation,dupatta,20065316,Clora Creation,dupatta,0.637,2199,0.0
19761848,Clora Creation,dupatta,20195790,Dupatta Bazaar,dupatta,0.591,999,4.7
19761848,Clora Creation,dupatta,22585502,Nimidiya,dupatta,0.476,999,0.0
17739270,Clora Creation,dupatta,19761848,Clora Creation,dupatta,0.667,1299,0.0
17739270,Clora Creation,dupatta,20065316,Clora Creation,dupatta,0.586,2199,0.0
17739270,Clora Creation,dupatta,20195790,Dupatta Bazaar,dupatta,0.473,999,4.7
17739270,Clora Creation,dupatta,21656682,Dupatta Bazaar,dupatta,0.448,999,4.3
17739270,Clora Creation,dupatta,22585502,Nimidiya,dupatta,0.438,999,0.0
21656682,Dupatta Bazaar,dupatta,20195790,Dupatta Bazaar,dupatta,0.946,999,4.7
21656682,Dupatta Bazaar,dupatta,19761848,Clora Creation,dupatta,0.678,1299,0.0
21656682,Dupatta Bazaar,dupatta,12999996,Vishudh,dupatta,0.638,599,4.6
21656682,Dupatta Bazaar,dupatta,22585502,Nimidiya,dupatta,0.582,999,0.0
21656682,Dupatta Bazaar,dupatta,22601210,Nimidiya,dupatta,0.58,999,4.5
22601102,Nimidiya,dupatta,22585502,Nimidiya,dupatta,0.98,999,0.0
22601102,Nimidiya,dupatta,22601132,Nimidiya,dupatta,0.637,999,3.2
22601102,Nimidiya,dupatta,22601148,Nimidiya,dupatta,0.636,999,3.3
22601102,Nimidiya,dupatta,22601210,Nimidiya,dupatta,0.634,999,4.5
22601102,Nimidiya,dupatta,20195790,Dupatta Bazaar,dupatta,0.603,999,4.7
22601210,Nimidiya,dupatta,22585502,Nimidiya,dupatta,0.647,999,0.0
22601210,Nimidiya,dupatta,22601102,Nimidiya,dupatta,0.634,999,0.0
22601210,Nimidiya,dupatta,22601148,Nimidiya,dupatta,0.623,999,3.3
22601210,Nimidiya,dupatta,22601132,Nimidiya,dupatta,0.622,999,3.2
22601210,Nimidiya,dupatta,20195790,Dupatta Bazaar,dupatta,0.614,999,4.7
22601148,Nimidiya,dupatta,22601132,Nimidiya,dupatta,1.0,999,3.2
22601148,Nimidiya,dupatta,22585502,Nimidiya,dupatta,0.649,999,0.0
22601148,Nimidiya,dupatta,22601102,Nimidiya,dupatta,0.636,999,0.0
22601148,Nimidiya,dupatta,22601210,Nimidiya,dupatta,0.623,999,4.5
22601148,Nimidiya,dupatta,20195790,Dupatta Bazaar,dupatta,0.595,999,4.7
22601132,Nimidiya,dupatta,22601148,Nimidiya,dupatta,1.0,999,3.3
22601132,Nimidiya,dupatta,22585502,Nimidiya,dupatta,0.65,999,0.0
22601132,Nimidiya,dupatta,22601102,Nimidiya,dupatta,0.637,999,0.0
22601132,Nimidiya,dupatta,22601210,Nimidiya,dupatta,0.622,999,4.5
22601132,Nimidiya,dupatta,20195790,Dupatta Bazaar,dupatta,0.595,999,4.7
20195790,Dupatta Bazaar,dupatta,21656682,Dupatta Bazaar,dupatta,0.946,999,4.3
20195790,Dupatta Bazaar,dupatta,12999996,Vishudh,dupatta,0.675,599,4.6
20195790,Dupatta Bazaar,dupatta,22585502,Nimidiya,dupatta,0.615,999,0.0
20195790,Dupatta Bazaar,dupatta,22601210,Nimidiya,dupatta,0.614,999,4.5
20195790,Dupatta Bazaar,dupatta,22601102,Nimidiya,dupatta,0.603,999,0.0
12999996,Vishudh,dupatta,20195790,Dupatta Bazaar,dupatta,0.675,999,4.7
12999996,Vishudh,dupatta,21656682,Dupatta Bazaar,dupatta,0.638,999,4.3
12999996,Vishudh,dupatta,20065316,Clora Creation,dupatta,0.555,2199,0.0
12999996,Vishudh,dupatta,22601210,Nimidiya,dupatta,0.535,999,4.5
12999996,Vishudh,dupatta,22585502,Nimidiya,dupatta,0.526,999,0.0
22585502,Nimidiya,dupatta,22601102,Nimidiya,dupatta,0.98,999,0.0
22585502,Nimidiya,dupatta,22601132,Nimidiya,dupatta,0.65,999,3.2
22585502,Nimidiya,dupatta,22601148,Nimidiya,dupatta,0.649,999,3.3
22585502,Nimidiya,dupatta,22601210,Nimidiya,dupatta,0.647,999,4.5
22585502,Nimidiya,dupatta,20195790,Dupatta Bazaar,dupatta,0.615,999,4.7
15720652,Rubans,earrings,19072820,FemNmas,earrings,0.719,249,4.4
15720652,Rubans,earrings,22593680,ZENEME,earrings,0.521,2999,0.0
15720652,Rubans,earrings,22601952,SOHI,earrings,0.519,1455,4.5
15720652,Rubans,earrings,12930744,ANIKAS CREATION,earrings,0.486,1075,4.4
15720652,Rubans,earrings,15713414,Crunchy Fashion,earrings,0.468,1998,4.2
15713414,Crunchy Fashion,earrings,13402874,Crunchy Fashion,earrings,0.705,1575,4.2
15713414,Crunchy Fashion,earrings,19072820,FemNmas,earrings,0.567,249,4.4
15713414,Crunchy Fashion,earrings,12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,0.544,1650,3.9
15713414,Crunchy Fashion,earrings,17354670,ANIKAS CREATION,earrings,0.516,1995,4.0
15713414,Crunchy Fashion,earrings,13445210,ANIKAS CREATION,earrings,0.507,580,0.0
15750524,Priyaasi,earrings,10135431,Priyaasi,earrings,0.859,1000,4.5
15750524,Priyaasi,earrings,22593680,ZENEME,earrings,0.657,2999,0.0
15750524,Priyaasi,earrings,15014966,Priyaasi,earrings,0.638,3949,4.9
15750524,Priyaasi,earrings,12930744,ANIKAS CREATION,earrings,0.562,1075,4.4
15750524,Priyaasi,earrings,22601952,SOHI,earrings,0.531,1455,4.5
15014966,Priyaasi,earrings,20064092,AMI,earrings,0.753,1995,3.8
15014966,Priyaasi,earrings,10135431,Priyaasi,earrings,0.69,1000,4.5
15014966,Priyaasi,earrings,13402874,Crunchy Fashion,earrings,0.643,1575,4.2
15014966,Priyaasi,earrings,15750524,Priyaasi,earrings,0.638,7999,4.4
15014966,Priyaasi,earrings,17354670,ANIKAS CREATION,earrings,0.622,1995,4.0
10125243,KARATCART,earrings,20041906,KARATCART,earrings,0.645,1730,4.3
10125243,KARATCART,earrings,22601952,SOHI,earrings,0.624,1455,4.5
10125243,KARATCART,earrings,10125241,KARATCART,earrings,0.61,1711,4.2
10125243,KARATCART,earrings,10145409,Jewels Galaxy,earrings,0.609,1199,0.0
10125243,KARATCART,earrings,10125225,KARATCART,earrings,0.608,1568,4.1
10564232,PRITA BY PRIYAASI,earrings,20064092,AMI,earrings,0.564,1995,3.8
10564232,PRITA BY PRIYAASI,earrings,15014966,Priyaasi,earrings,0.56,3949,4.9
10564232,PRITA BY PRIYAASI,earrings,22601952,SOHI,earrings,0.502,1455,4.5
10564232,PRITA BY PRIYAASI,earrings,10125243,KARATCART,earrings,0.481,1282,4.0
10564232,PRITA BY PRIYAASI,earrings,12928904,ANIKAS CREATION,earrings,0.47,1600,3.8
10145409,Jewels Galaxy,earrings,12928940,ANIKAS CREATION,earrings,0.622,1600,0.0
10145409,Jewels Galaxy,earrings,10125243,KARATCART,earrings,0.609,1282,4.0
10145409,Jewels Galaxy,earrings,22601952,SOHI,earrings,0.549,1455,4.5
10145409,Jewels Galaxy,earrings,17354670,ANIKAS CREATION,earrings,0.461,1995,4.0
10145409,Jewels Galaxy,earrings,20064092,AMI,earrings,0.461,1995,3.8
10135431,Priyaasi,earrings,15750524,Priyaasi,earrings,0.859,7999,4.4
10135431,Priyaasi,earrings,22593680,ZENEME,earrings,0.716,2999,0.0
10135431,Priyaasi,earrings,15014966,Priyaasi,earrings,0.69,3949,4.9
10135431,Priyaasi,earrings,12930744,ANIKAS CREATION,earrings,0.623,1075,4.4
10135431,Priyaasi,earrings,13401002,Adwitiya Collection,earrings,0.604,3189,0.0
10125225,KARATCART,earrings,10125243,KARATCART,earrings,0.608,1282,4.0
10125225,KARATCART,earrings,10125241,KARATCART,earrings,0.556,1711,4.2
10125225,KARATCART,earrings,22601952,SOHI,earrings,0.465,1455,4.5
10125225,KARATCART,earrings,22593696,ZENEME,earrings,0.434,2799,0.0
10125225,KARATCART,earrings,10145409,Jewels Galaxy,earrings,0.412,1199,0.0
10125241,KARATCART,earrings,10125243,KARATCART,earrings,0.61,1282,4.0
10125241,KARATCART,earrings,10125225,KARATCART,earrings,0.556,1568,4.1
10125241,KARATCART,earrings,19235554,ANNA CREATIONS,mangalsutra,0.546,899,3.8
10125241,KARATCART,earrings,10564232,PRITA BY PRIYAASI,earrings,0.46,1130,4.3
10125241,KARATCART,earrings,22601952,SOHI,earrings,0.447,1455,4.5
19925208,Yellow Chimes,earrings,20064092,AMI,earrings,0.523,1995,3.8
19925208,Yellow Chimes,earrings,22601952,SOHI,earrings,0.441,1455,4.5
19925208,Yellow Chimes,earrings,10564232,PRITA BY PRIYAASI,earrings,0.436,1130,4.3
19925208,Yellow Chimes,earrings,14467848,GIVA,earrings,0.409,2799,4.4
19925208,Yellow Chimes,earrings,15014966,Priyaasi,earrings,0.396,3949,4.9
20064092,AMI,earrings,15014966,Priyaasi,earrings,0.753,3949,4.9
20064092,AMI,earrings,17354670,ANIKAS CREATION,earrings,0.629,1995,4.0
20064092,AMI,earrings,22601952,SOHI,earrings,0.614,1455,4.5
20064092,AMI,earrings,19235554,ANNA CREATIONS,mangalsutra,0.573,899,3.8
20064092,AMI,earrings,10564232,PRITA BY PRIYAASI,earrings,0.564,1130,4.3
17354670,ANIKAS CREATION,earrings,13445210,ANIKAS CREATION,earrings,0.786,580,0.0
17354670,ANIKAS CREATION,earrings,12928904,ANIKAS CREATION,earrings,0.749,1600,3.8
17354670,ANIKAS CREATION,earrings,12928940,ANIKAS CREATION,earrings,0.727,1600,0.0
17354670,ANIKAS CREATION,earrings,22601952,SOHI,earrings,0.712,1455,4.5
17354670,ANIKAS CREATION,earrings,22618882,Saraf RS Jewellery,earrings,0.674,3795,4.2
20041906,KARATCART,earrings,14399558,Shoshaa,earrings,0.686,2488,4.6
20041906,KARATCART,earrings,22618882,Saraf RS Jewellery,earrings,0.663,3795,4.2
20041906,KARATCART,earrings,10125243,KARATCART,earrings,0.645,1282,4.0
20041906,KARATCART,earrings,22601952,SOHI,earrings,0.569,1455,4.5
20041906,KARATCART,earrings,19072820,FemNmas,earrings,0.543,249,4.4
19821318,Golden Peacock,earrings,19072820,FemNmas,earrings,0.51,249,4.4
19821318,Golden Peacock,earrings,15720652,Rubans,earrings,0.427,1480,3.8
19821318,Golden Peacock,earrings,14399558,Shoshaa,earrings,0.411,2488,4.6
19821318,Golden Peacock,earrings,12928940,ANIKAS CREATION,earrings,0.407,1600,0.0
19821318,Golden Peacock,earrings,22618882,Saraf RS Jewellery,earrings,0.399,3795,4.2
22600236,Inddus Jewels,earrings,22600220,Inddus Jewels,earrings,0.536,6599,0.0
22600236,Inddus Jewels,earrings,22601952,SOHI,earrings,0.445,1455,4.5
22600236,Inddus Jewels,earrings,22593700,ZENEME,earrings,0.44,3999,0.0
22600236,Inddus Jewels,earrings,22593810,ZENEME,earrings,0.416,2999,0.0
22600236,Inddus Jewels,earrings,22593696,ZENEME,earrings,0.412,2799,0.0
22601952,SOHI,earrings,17354670,ANIKAS CREATION,earrings,0.712,1995,4.0
22601952,SOHI,earrings,14399558,Shoshaa,earrings,0.673,2488,4.6
22601952,SOHI,earrings,22618882,Saraf RS Jewellery,earrings,0.651,3795,4.2
22601952,SOHI,earrings,22593680,ZENEME,earrings,0.647,2999,0.0
22601952,SOHI,earrings,12928904,ANIKAS CREATION,earrings,0.628,1600,3.8
22618882,Saraf RS Jewellery,earrings,14399558,Shoshaa,earrings,0.898,2488,4.6
22618882,Saraf RS Jewellery,earrings,17354670,ANIKAS CREATION,earrings,0.674,1995,4.0
22618882,Saraf RS Jewellery,earrings,20041906,KARATCART,earrings,0.663,1730,4.3
22618882,Saraf RS Jewellery,earrings,22601952,SOHI,earrings,0.651,1455,4.5
22618882,Saraf RS Jewellery,earrings,12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,0.552,1650,3.9
22593810,ZENEME,earrings,22593700,ZENEME,earrings,0.947,3999,0.0
22593810,ZENEME,earrings,22593696,ZENEME,earrings,0.889,2799,0.0
22593810,ZENEME,earrings,22601952,SOHI,earrings,0.571,1455,4.5
22593810,ZENEME,earrings,22593680,ZENEME,earrings,0.556,2999,0.0
22593810,ZENEME,earrings,14399558,Shoshaa,earrings,0.435,2488,4.6
14467848,GIVA,earrings,22600220,Inddus Jewels,earrings,0.573,6599,0.0
14467848,GIVA,earrings,14399558,Shoshaa,earrings,0.533,2488,4.6
14467848,GIVA,earrings,22618882,Saraf RS Jewellery,earrings,0.515,3795,4.2
14467848,GIVA,earrings,20064092,AMI,earrings,0.489,1995,3.8
14467848,GIVA,earrings,19072820,FemNmas,earrings,0.467,249,4.4
14399558,Shoshaa,earrings,22618882,Saraf RS Jewellery,earrings,0.898,3795,4.2
14399558,Shoshaa,earrings,20041906,KARATCART,earrings,0.686,1730,4.3
14399558,Shoshaa,earrings,22601952,SOHI,earrings,0.673,1455,4.5
14399558,Shoshaa,earrings,17354670,ANIKAS CREATION,earrings,0.569,1995,4.0
14399558,Shoshaa,earrings,19072820,FemNmas,earrings,0.546,249,4.4
19072820,FemNmas,earrings,15720652,Rubans,earrings,0.719,1480,3.8
19072820,FemNmas,earrings,15713414,Crunchy Fashion,earrings,0.567,1998,4.2
19072820,FemNmas,earrings,14399558,Shoshaa,earrings,0.546,2488,4.6
19072820,FemNmas,earrings,20041906,KARATCART,earrings,0.543,1730,4.3
19072820,FemNmas,earrings,22618882,Saraf RS Jewellery,earrings,0.527,3795,4.2
13402874,Crunchy Fashion,earrings,15713414,Crunchy Fashion,earrings,0.705,1998,4.2
13402874,Crunchy Fashion,earrings,15014966,Priyaasi,earrings,0.643,3949,4.9
13402874,Crunchy Fashion,earrings,20064092,AMI,earrings,0.523,1995,3.8
13402874,Crunchy Fashion,earrings,12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,0.467,1650,3.9
13402874,Crunchy Fashion,earrings,17354670,ANIKAS CREATION,earrings,0.415,1995,4.0
13401002,Adwitiya Collection,earrings,22593680,ZENEME,earrings,0.63,2999,0.0
13401002,Adwitiya Collection,earrings,10135431,Priyaasi,earrings,0.604,1000,4.5
13401002,Adwitiya Collection,earrings,15750524,Priyaasi,earrings,0.511,7999,4.4
13401002,Adwitiya Collection,earrings,12930744,ANIKAS CREATION,earrings,0.507,1075,4.4
13401002,Adwitiya Collection,earrings,15720652,Rubans,earrings,0.454,1480,3.8
13340876,Kord Store,earrings,15014966,Priyaasi,earrings,0.534,3949,4.9
13340876,Kord Store,earrings,22593680,ZENEME,earrings,0.448,2999,0.0
13340876,Kord Store,earrings,10135431,Priyaasi,earrings,0.445,1000,4.5
13340876,Kord Store,earrings,22601952,SOHI,earrings,0.418,1455,4.5
13340876,Kord Store,earrings,15750524,Priyaasi,earrings,0.414,7999,4.4
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,17354670,ANIKAS CREATION,earrings,0.618,1995,4.0
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,22601952,SOHI,earrings,0.582,1455,4.5
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,22618882,Saraf RS Jewellery,earrings,0.552,3795,4.2
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,15713414,Crunchy Fashion,earrings,0.544,1998,4.2
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,earrings,20064092,AMI,earrings,0.539,1995,3.8
12930744,ANIKAS CREATION,earrings,10135431,Priyaasi,earrings,0.623,1000,4.5
12930744,ANIKAS CREATION,earrings,22593680,ZENEME,earrings,0.589,2999,0.0
12930744,ANIKAS CREATION,earrings,15750524,Priyaasi,earrings,0.562,7999,4.4
12930744,ANIKAS CREATION,earrings,17354670,ANIKAS CREATION,earrings,0.51,1995,4.0
12930744,ANIKAS CREATION,earrings,13401002,Adwitiya Collection,earrings,0.507,3189,0.0
12928940,ANIKAS CREATION,earrings,17354670,ANIKAS CREATION,earrings,0.727,1995,4.0
12928940,ANIKAS CREATION,earrings,12928904,ANIKAS CREATION,earrings,0.648,1600,3.8
12928940,ANIKAS CREATION,earrings,10145409,Jewels Galaxy,earrings,0.622,1199,0.0
12928940,ANIKAS CREATION,earrings,22601952,SOHI,earrings,0.571,1455,4.5
12928940,ANIKAS CREATION,earrings,13445210,ANIKAS CREATION,earrings,0.57,580,0.0
12928904,ANIKAS CREATION,earrings,17354670,ANIKAS CREATION,earrings,0.749,1995,4.0
12928904,ANIKAS CREATION,earrings,12928940,ANIKAS CREATION,earrings,0.648,1600,0.0
12928904,ANIKAS CREATION,earrings,22601952,SOHI,earrings,0.628,1455,4.5
12928904,ANIKAS CREATION,earrings,20064092,AMI,earrings,0.554,1995,3.8
12928904,ANIKAS CREATION,earrings,13445210,ANIKAS CREATION,earrings,0.547,580,0.0
22600220,Inddus Jewels,earrings,14467848,GIVA,earrings,0.573,2799,4.4
22600220,Inddus Jewels,earrings,22600236,Inddus Jewels,earrings,0.536,5099,0.0
22600220,Inddus Jewels,earrings,19072820,FemNmas,earrings,0.502,249,4.4
22600220,Inddus Jewels,earrings,15720652,Rubans,earrings,0.421,1480,3.8
22600220,Inddus Jewels,earrings,15713414,Crunchy Fashion,earrings,0.363,1998,4.2
22593700,ZENEME,earrings,22593810,ZENEME,earrings,0.947,2999,0.0
22593700,ZENEME,earrings,22593696,ZENEME,earrings,0.939,2799,0.0
22593700,ZENEME,earrings,22601952,SOHI,earrings,0.603,1455,4.5
22593700,ZENEME,earrings,22593680,ZENEME,earrings,0.587,2999,0.0
22593700,ZENEME,earrings,14399558,Shoshaa,earrings,0.459,2488,4.6
13445210,ANIKAS CREATION,earrings,17354670,ANIKAS CREATION,earrings,0.786,1995,4.0
13445210,ANIKAS CREATION,earrings,12928940,ANIKAS CREATION,earrings,0.57,1600,0.0
13445210,ANIKAS CREATION,earrings,12928904,ANIKAS CREATION,earrings,0.547,1600,3.8
13445210,ANIKAS CREATION,earrings,20064092,AMI,earrings,0.51,1995,3.8
13445210,ANIKAS CREATION,earrings,15713414,Crunchy Fashion,earrings,0.507,1998,4.2
22593680,ZENEME,earrings,10135431,Priyaasi,earrings,0.716,1000,4.5
22593680,ZENEME,earrings,15750524,Priyaasi,earrings,0.657,7999,4.4
22593680,ZENEME,earrings,22601952,SOHI,earrings,0.647,1455,4.5
22593680,ZENEME,earrings,13401002,Adwitiya Collection,earrings,0.63,3189,0.0
22593680,ZENEME,earrings,12930744,ANIKAS CREATION,earrings,0.589,1075,4.4
22593696,ZENEME,earrings,22593700,ZENEME,earrings,0.939,3999,0.0
22593696,ZENEME,earrings,22593810,ZENEME,earrings,0.889,2999,0.0
22593696,ZENEME,earrings,22601952,SOHI,earrings,0.566,1455,4.5
22593696,ZENEME,earrings,22593680,ZENEME,earrings,0.551,2999,0.0
22593696,ZENEME,earrings,10125225,KARATCART,earrings,0.434,1568,4.1
21604464,Inddus,ethnic-dresses,16197802,Vishudh,ethnic-dresses,0.564,3049,3.9
21604464,Inddus,ethnic-dresses,21990058,Rustorange,ethnic-dresses,0.546,3299,5.0
21604464,Inddus,ethnic-dresses,22411344,Juniper,ethnic-dresses,0.545,4149,3.9
21604464,Inddus,ethnic-dresses,19197596,W,ethnic-dresses,0.504,2799,3.9
21604464,Inddus,ethnic-dresses,21992820,PANIT,ethnic-dresses,0.493,7999,4.4
21990058,Rustorange,ethnic-dresses,19197596,W,ethnic-dresses,0.67,2799,3.9
21990058,Rustorange,ethnic-dresses,15749780,W,ethnic-dresses,0.598,3999,4.3
21990058,Rustorange,ethnic-dresses,21653646,ONLY,dresses,0.592,3299,4.6
21990058,Rustorange,ethnic-dresses,22583702,Mialo fashion,ethnic-dresses,0.58,2999,2.7
21990058,Rustorange,ethnic-dresses,22603284,JAIPURI COLLECTION,ethnic-dresses,0.58,2899,3.9
21992820,PANIT,ethnic-dresses,16197802,Vishudh,ethnic-dresses,0.593,3049,3.9
21992820,PANIT,ethnic-dresses,13405888,Saanjh,ethnic-dresses,0.583,1969,4.0
21992820,PANIT,ethnic-dresses,15749780,W,ethnic-dresses,0.578,3999,4.3
21992820,PANIT,ethnic-dresses,22603284,JAIPURI COLLECTION,ethnic-dresses,0.56,2899,3.9
21992820,PANIT,ethnic-dresses,21604464,Inddus,ethnic-dresses,0.493,6299,3.3
15741084,Ashnaina,ethnic-dresses,10132319,Karmic Vision,ethnic-dresses,0.538,4999,3.9
15741084,Ashnaina,ethnic-dresses,20040576,U&F,dresses,0.51,2899,3.8
15741084,Ashnaina,ethnic-dresses,16197802,Vishudh,ethnic-dresses,0.463,3049,3.9
15741084,Ashnaina,ethnic-dresses,20040566,U&F,dresses,0.439,2899,3.3
15741084,Ashnaina,ethnic-dresses,15741088,Ashnaina,ethnic-dresses,0.436,1799,4.1
15741088,Ashnaina,ethnic-dresses,22622806,HERE&NOW,dresses,0.617,2999,4.0
15741088,Ashnaina,ethnic-dresses,13405888,Saanjh,ethnic-dresses,0.573,1969,4.0
15741088,Ashnaina,ethnic-dresses,13467444,Sugr,dresses,0.475,899,3.8
15741088,Ashnaina,ethnic-dresses,13770986,all about you,dresses,0.464,2999,4.2
15741088,Ashnaina,ethnic-dresses,15741084,Ashnaina,ethnic-dresses,0.436,1799,3.2
15788632,AURELIA,ethnic-dresses,18977246,AURELIA,dresses,0.569,4299,4.1
15788632,AURELIA,ethnic-dresses,21990058,Rustorange,ethnic-dresses,0.45,3299,5.0
15788632,AURELIA,ethnic-dresses,22622806,HERE&NOW,dresses,0.42,2999,4.0
15788632,AURELIA,ethnic-dresses,19197596,W,ethnic-dresses,0.409,2799,3.9
15788632,AURELIA,ethnic-dresses,13770986,all about you,dresses,0.37,2999,4.2
15749780,W,ethnic-dresses,22603284,JAIPURI COLLECTION,ethnic-dresses,0.765,2899,3.9
15749780,W,ethnic-dresses,22583702,Mialo fashion,ethnic-dresses,0.678,2999,2.7
15749780,W,ethnic-dresses,19990734,VASTRAMAY,ethnic-dresses,0.672,2499,4.7
15749780,W,ethnic-dresses,16197802,Vishudh,ethnic-dresses,0.63,3049,3.9
15749780,W,ethnic-dresses,21990058,Rustorange,ethnic-dresses,0.598,3299,5.0
16197802,Vishudh,ethnic-dresses,10132319,Karmic Vision,ethnic-dresses,0.658,4999,3.9
16197802,Vishudh,ethnic-dresses,22603284,JAIPURI COLLECTION,ethnic-dresses,0.646,2899,3.9
16197802,Vishudh,ethnic-dresses,15749780,W,ethnic-dresses,0.63,3999,4.3
16197802,Vishudh,ethnic-dresses,21992820,PANIT,ethnic-dresses,0.593,7999,4.4
16197802,Vishudh,ethnic-dresses,21604464,Inddus,ethnic-dresses,0.564,6299,3.3
19197596,W,ethnic-dresses,21990058,Rustorange,ethnic-dresses,0.67,3299,5.0
19197596,W,ethnic-dresses,21979790,Vishudh,dresses,0.631,2049,3.8
19197596,W,ethnic-dresses,21653646,ONLY,dresses,0.59,3299,4.6
